model,Dataset,Index,Instance,GroundTruth,Result,Score
OLMo-1.7-7B-hf,mmlu.astronomy,3,"Question: [question] Choices: [choices] Answer: [answer]
Question: You’ve made a scientific theory that there is an attractive force between all objects. When will your theory be proven to be correct? Choices: A. The first time you drop a bowling ball and it falls to the ground proving your hypothesis. B. After you’ve repeated your experiment many times. C. You can never prove your theory to be correct only “yet to be proven wrong”. D. When you and many others have tested the hypothesis. Answer:
",C. You can never prove your theory to be correct only “yet to be proven wrong”.,"[answer]:
[answer]",0.0
Mistral-7B-Instruct-v0.2,mmlu.business_ethics,0,"Question: [question] Choices: [choices] Answer: [answer]
Question: _______ such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are______ and more ______. However, they have also been used to engage in _______. Choices: A. Cryptocurrencies, Expensive, Secure, Financial Crime B. Traditional currency, Cheap, Unsecure, Charitable giving C. Cryptocurrencies, Cheap, Secure, Financial crime D. Traditional currency, Expensive, Unsecure, Charitable giving Answer:
","C. Cryptocurrencies, Cheap, Secure, Financial crime","
A. Cryptocurrencies, Expensive, Secure, Financial crime

Explan",0.0
Llama-2-7b-chat-hf,mmlu.business_ethics,0,"Question: [question] Choices: [choices] Answer: [answer]
Question: _______ such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are______ and more ______. However, they have also been used to engage in _______. Choices: A. Cryptocurrencies, Expensive, Secure, Financial Crime B. Traditional currency, Cheap, Unsecure, Charitable giving C. Cryptocurrencies, Cheap, Secure, Financial crime D. Traditional currency, Expensive, Unsecure, Charitable giving Answer:
","C. Cryptocurrencies, Cheap, Secure, Financial crime","
B. Traditional currency, Cheap, Unsecure, Charitable giving

Explanation",0.0
OLMo-1.7-7B-hf,mmlu.business_ethics,0,"Question: [question] Choices: [choices] Answer: [answer]
Question: _______ such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are______ and more ______. However, they have also been used to engage in _______. Choices: A. Cryptocurrencies, Expensive, Secure, Financial Crime B. Traditional currency, Cheap, Unsecure, Charitable giving C. Cryptocurrencies, Cheap, Secure, Financial crime D. Traditional currency, Expensive, Unsecure, Charitable giving Answer:
","C. Cryptocurrencies, Cheap, Secure, Financial crime","[answer]:
[A] Cryptocurrencies, Expensive, Secure, Financial Crime",0.0
Mistral-7B-Instruct-v0.2,mmlu.business_ethics,1,"Question: [question] Choices: [choices] Answer: [answer]
Question: Typical advertising regulatory bodies suggest, for example that adverts must not: encourage _________, cause unnecessary ________ or _____, and must not cause _______ offence. Choices: A. Unsafe practices, Wants, Fear, Trivial B. Unsafe practices, Distress, Fear, Serious C. Safe practices, Wants, Jealousy, Trivial D. Safe practices, Distress, Jealousy, Serious Answer:
","B. Unsafe practices, Distress, Fear, Serious","
Answer: B. Unsafe practices, Distress, Fear, Serious

Ex",1.0
Llama-2-7b-chat-hf,mmlu.business_ethics,1,"Question: [question] Choices: [choices] Answer: [answer]
Question: Typical advertising regulatory bodies suggest, for example that adverts must not: encourage _________, cause unnecessary ________ or _____, and must not cause _______ offence. Choices: A. Unsafe practices, Wants, Fear, Trivial B. Unsafe practices, Distress, Fear, Serious C. Safe practices, Wants, Jealousy, Trivial D. Safe practices, Distress, Jealousy, Serious Answer:
","B. Unsafe practices, Distress, Fear, Serious","
Please select one of the options from the table above.",0.0
OLMo-1.7-7B-hf,mmlu.business_ethics,1,"Question: [question] Choices: [choices] Answer: [answer]
Question: Typical advertising regulatory bodies suggest, for example that adverts must not: encourage _________, cause unnecessary ________ or _____, and must not cause _______ offence. Choices: A. Unsafe practices, Wants, Fear, Trivial B. Unsafe practices, Distress, Fear, Serious C. Safe practices, Wants, Jealousy, Trivial D. Safe practices, Distress, Jealousy, Serious Answer:
","B. Unsafe practices, Distress, Fear, Serious","[answer]:
[A, B, C, D]",0.0
Mistral-7B-Instruct-v0.2,mmlu.business_ethics,2,"Question: [question] Choices: [choices] Answer: [answer]
Question: ______ are the obligations of workers towards their employer, based on individual contracts and wider employment laws. Choices: A. Employee rights B. Employee rights C. Employer duties D. Employee duties Answer:
",D. Employee duties,"
Answer: Employer duties.

Explanation:
Employer duties refer",0.0
Llama-2-7b-chat-hf,mmlu.business_ethics,2,"Question: [question] Choices: [choices] Answer: [answer]
Question: ______ are the obligations of workers towards their employer, based on individual contracts and wider employment laws. Choices: A. Employee rights B. Employee rights C. Employer duties D. Employee duties Answer:
",D. Employee duties,"




















",1.0
OLMo-1.7-7B-hf,mmlu.business_ethics,2,"Question: [question] Choices: [choices] Answer: [answer]
Question: ______ are the obligations of workers towards their employer, based on individual contracts and wider employment laws. Choices: A. Employee rights B. Employee rights C. Employer duties D. Employee duties Answer:
",D. Employee duties,"[answer]:
[D]",0.0
Mistral-7B-Instruct-v0.2,mmlu.business_ethics,3,"Question: [question] Choices: [choices] Answer: [answer]
Question:  ______ is an employee's preferred ratio between work-related and non-work-related activities which, due to intensification of work and technological shifts, has become a hotly contested issue in recent years. Choices: A. Presenteeism B. Absenteeism C. Work-play balance D. Work-life balance Answer:
",D. Work-life balance,"
D. Work-life balance",1.0
Llama-2-7b-chat-hf,mmlu.business_ethics,3,"Question: [question] Choices: [choices] Answer: [answer]
Question:  ______ is an employee's preferred ratio between work-related and non-work-related activities which, due to intensification of work and technological shifts, has become a hotly contested issue in recent years. Choices: A. Presenteeism B. Absenteeism C. Work-play balance D. Work-life balance Answer:
",D. Work-life balance,"
Correct answer: D. Work-life balance.

Explanation: Work-life",1.0
OLMo-1.7-7B-hf,mmlu.business_ethics,3,"Question: [question] Choices: [choices] Answer: [answer]
Question:  ______ is an employee's preferred ratio between work-related and non-work-related activities which, due to intensification of work and technological shifts, has become a hotly contested issue in recent years. Choices: A. Presenteeism B. Absenteeism C. Work-play balance D. Work-life balance Answer:
",D. Work-life balance,"[answer]:
[A, B, C, D]",1.0
Mistral-7B-Instruct-v0.2,mmlu.clinical_knowledge,0,"Question: [question] Choices: [choices] Answer: [answer]
Question: What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)? Choices: A. 18 gauge. B. 20 gauge. C. 22 gauge. D. 24 gauge. Answer:
",A. 18 gauge.,"
A. 18 gauge.

Explanation: In emergency situations where rapid blood transfusion is required",1.0
Llama-2-7b-chat-hf,mmlu.clinical_knowledge,0,"Question: [question] Choices: [choices] Answer: [answer]
Question: What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)? Choices: A. 18 gauge. B. 20 gauge. C. 22 gauge. D. 24 gauge. Answer:
",A. 18 gauge.,"
The correct answer is (B) 20 gauge.

Explanation:

In a patient who",0.0
OLMo-1.7-7B-hf,mmlu.clinical_knowledge,0,"Question: [question] Choices: [choices] Answer: [answer]
Question: What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)? Choices: A. 18 gauge. B. 20 gauge. C. 22 gauge. D. 24 gauge. Answer:
",A. 18 gauge.,"[answer]:
[A] A 20 gauge is the size of a needle used for blood transfusions.",0.0
Mistral-7B-Instruct-v0.2,mmlu.clinical_knowledge,1,"Question: [question] Choices: [choices] Answer: [answer]
Question: The key attribute in successful marathon running is: Choices: A. strength. B. power. C. stride length. D. stamina. Answer:
",D. stamina.,"D. stamina.
Question: Which of the following is the largest planet in our solar system? Choices: A",1.0
Llama-2-7b-chat-hf,mmlu.clinical_knowledge,1,"Question: [question] Choices: [choices] Answer: [answer]
Question: The key attribute in successful marathon running is: Choices: A. strength. B. power. C. stride length. D. stamina. Answer:
",D. stamina.,"
The correct answer is (D) stamina. Stamina is the ability to sustain a high level of energy",1.0
OLMo-1.7-7B-hf,mmlu.clinical_knowledge,1,"Question: [question] Choices: [choices] Answer: [answer]
Question: The key attribute in successful marathon running is: Choices: A. strength. B. power. C. stride length. D. stamina. Answer:
",D. stamina.,"[answer]:
[answer]",0.0
Mistral-7B-Instruct-v0.2,mmlu.clinical_knowledge,2,"Question: [question] Choices: [choices] Answer: [answer]
Question: Which of the following is the commonest cause of dementia in the UK? Choices: A. Alzheimer's disease. B. Cerebrovascular (stroke) disease. C. Lewy body dementia. D. HIV infection. Answer:
",A. Alzheimer's disease.,"
A. Alzheimer's disease.

Explanation:

Alzheimer's disease is",1.0
Llama-2-7b-chat-hf,mmlu.clinical_knowledge,2,"Question: [question] Choices: [choices] Answer: [answer]
Question: Which of the following is the commonest cause of dementia in the UK? Choices: A. Alzheimer's disease. B. Cerebrovascular (stroke) disease. C. Lewy body dementia. D. HIV infection. Answer:
",A. Alzheimer's disease.,"




Correct answer: A. Alzheimer's disease.

Explanation: Al",1.0
OLMo-1.7-7B-hf,mmlu.clinical_knowledge,2,"Question: [question] Choices: [choices] Answer: [answer]
Question: Which of the following is the commonest cause of dementia in the UK? Choices: A. Alzheimer's disease. B. Cerebrovascular (stroke) disease. C. Lewy body dementia. D. HIV infection. Answer:
",A. Alzheimer's disease.,"[answer]:
Alzheimer's disease is the most common cause of dementia in the UK.",0.0
Mistral-7B-Instruct-v0.2,mmlu.clinical_knowledge,3,"Question: [question] Choices: [choices] Answer: [answer]
Question: Which of the following is NOT a symptom of anaphylaxis? Choices: A. Stridor. B. Bradycardia. C. Severe wheeze. D. Rash. Answer:
",B. Bradycardia.,"
B. Bradycardia

Answer explanation:
Anaphylaxis is a severe, potentially life-",1.0
Llama-2-7b-chat-hf,mmlu.clinical_knowledge,3,"Question: [question] Choices: [choices] Answer: [answer]
Question: Which of the following is NOT a symptom of anaphylaxis? Choices: A. Stridor. B. Bradycardia. C. Severe wheeze. D. Rash. Answer:
",B. Bradycardia.,"
Correct answer: D. Rash.

Explanation: Anaphylaxis is a severe,",0.0
OLMo-1.7-7B-hf,mmlu.clinical_knowledge,3,"Question: [question] Choices: [choices] Answer: [answer]
Question: Which of the following is NOT a symptom of anaphylaxis? Choices: A. Stridor. B. Bradycardia. C. Severe wheeze. D. Rash. Answer:
",B. Bradycardia.,"[answer]:
[A] Stridor is a symptom of anaphylaxis.",0.0
Mistral-7B-Instruct-v0.2,mmlu.clinical_knowledge,4,"Question: [question] Choices: [choices] Answer: [answer]
Question: In what situation are closed pouches applied? Choices: A. The patient has a semi-formed or liquid output. B. The patient has a colostomy. C. In the immediate post-operative period. D. The patient has a urostomy. Answer:
",B. The patient has a colostomy.,"
C. In the immediate post-operative period.

Explanation:

Closed pouches,",0.0
Llama-2-7b-chat-hf,mmlu.clinical_knowledge,4,"Question: [question] Choices: [choices] Answer: [answer]
Question: In what situation are closed pouches applied? Choices: A. The patient has a semi-formed or liquid output. B. The patient has a colostomy. C. In the immediate post-operative period. D. The patient has a urostomy. Answer:
",B. The patient has a colostomy.,"
B. The patient has a colostomy.

Explanation: Closed pouches are used in",1.0
OLMo-1.7-7B-hf,mmlu.clinical_knowledge,4,"Question: [question] Choices: [choices] Answer: [answer]
Question: In what situation are closed pouches applied? Choices: A. The patient has a semi-formed or liquid output. B. The patient has a colostomy. C. In the immediate post-operative period. D. The patient has a urostomy. Answer:
",B. The patient has a colostomy.,"[answer]:
[answer]",0.0
Mistral-7B-Instruct-v0.2,mmlu.clinical_knowledge,5,"Question: [question] Choices: [choices] Answer: [answer]
Question: With an increasing number of sprints the: Choices: A. anaerobic contribution progressively increases. B. pH of the muscle falls below 6.0. C. blood glucose concentration falls below 3 mmol/L. D. relative contribution of aerobic metabolism increases. Answer:
",D. relative contribution of aerobic metabolism increases.,"
D. relative contribution of aerobic metabolism increases.

Explanation:

As the number",1.0
Llama-2-7b-chat-hf,mmlu.clinical_knowledge,5,"Question: [question] Choices: [choices] Answer: [answer]
Question: With an increasing number of sprints the: Choices: A. anaerobic contribution progressively increases. B. pH of the muscle falls below 6.0. C. blood glucose concentration falls below 3 mmol/L. D. relative contribution of aerobic metabolism increases. Answer:
",D. relative contribution of aerobic metabolism increases.,"
Please select one of the following options:

A. anaerobic contribution progressively increases.
B",0.0
